,id_student,gender,region,highest_education,age_band,disability,final_result,score
378,2600688,M,West Midlands Region,A Level or Equivalent,0-35,N,Pass,70.0
379,2606098,F,East Midlands Region,A Level or Equivalent,0-35,N,Pass,72.0
380,2613116,F,London Region,Lower Than A Level,35-55,N,Pass,79.0
381,2617002,F,Yorkshire Region,A Level or Equivalent,0-35,N,Pass,65.0
382,2639449,M,East Midlands Region,A Level or Equivalent,0-35,N,Pass,56.0
383,2639540,F,North Western Region,A Level or Equivalent,35-55,N,Pass,80.0
384,2639641,M,South East Region,Lower Than A Level,35-55,N,Pass,66.0
385,2641155,M,East Midlands Region,Lower Than A Level,35-55,N,Pass,80.0
386,2643002,F,South West Region,A Level or Equivalent,35-55,N,Pass,52.0
387,2645733,F,South West Region,A Level or Equivalent,0-35,N,Pass,83.0
388,2649826,M,East Anglian Region,Lower Than A Level,35-55,N,Distinction,84.0
389,2650282,M,London Region,A Level or Equivalent,35-55,N,Pass,85.0
390,2664024,M,South East Region,HE Qualification,35-55,N,Pass,64.0
391,2666246,M,North Western Region,A Level or Equivalent,0-35,N,Pass,76.0
392,2669816,M,Yorkshire Region,A Level or Equivalent,0-35,N,Fail,58.0
393,2671132,M,London Region,HE Qualification,55<=,N,Pass,69.0
394,2676809,F,North Region,HE Qualification,0-35,N,Fail,44.0
395,2678643,F,South Region,A Level or Equivalent,0-35,N,Pass,72.0
396,2685865,F,East Midlands Region,Lower Than A Level,0-35,N,Pass,79.0
397,2688067,M,East Anglian Region,A Level or Equivalent,0-35,N,Pass,68.0
398,2689958,M,East Anglian Region,A Level or Equivalent,35-55,N,Distinction,82.0
399,2691206,F,West Midlands Region,A Level or Equivalent,0-35,N,Distinction,85.0
400,2691244,M,South Region,A Level or Equivalent,35-55,N,Pass,59.0
401,2694424,M,East Anglian Region,A Level or Equivalent,35-55,N,Pass,80.0
402,2698257,M,East Midlands Region,Lower Than A Level,0-35,N,Pass,68.0
403,6516,M,Scotland,HE Qualification,55<=,N,Pass,62.0
404,24734,F,South Region,Lower Than A Level,0-35,N,Pass,47.0
405,26192,F,East Anglian Region,A Level or Equivalent,35-55,N,Distinction,87.0
406,28061,M,Yorkshire Region,Lower Than A Level,35-55,N,Pass,78.0
407,31600,F,South West Region,A Level or Equivalent,0-35,N,Pass,55.0
408,46844,M,North Region,HE Qualification,35-55,N,Pass,65.0
409,52765,F,Yorkshire Region,Lower Than A Level,35-55,N,Pass,63.0
410,55104,F,West Midlands Region,A Level or Equivalent,0-35,N,Pass,71.0
411,58071,M,East Anglian Region,HE Qualification,55<=,N,Pass,76.0
412,58316,F,Wales,A Level or Equivalent,0-35,N,Pass,74.0
413,62487,F,East Midlands Region,A Level or Equivalent,0-35,N,Pass,72.0
414,63165,M,South East Region,A Level or Equivalent,35-55,N,Pass,52.0
415,70011,F,Scotland,HE Qualification,0-35,N,Pass,81.0
416,75255,M,North Western Region,A Level or Equivalent,0-35,N,Pass,82.0
417,79403,M,South Region,Lower Than A Level,35-55,N,Withdrawn,61.0
418,85092,F,South West Region,Lower Than A Level,0-35,N,Pass,58.0
419,85144,M,Scotland,A Level or Equivalent,35-55,N,Pass,78.0
420,85302,M,London Region,Lower Than A Level,35-55,N,Pass,72.0
421,87431,M,South East Region,Lower Than A Level,35-55,N,Withdrawn,50.0
422,95755,M,South East Region,Lower Than A Level,0-35,N,Withdrawn,45.0
423,101116,F,East Anglian Region,Lower Than A Level,35-55,N,Pass,83.0
424,107489,F,London Region,HE Qualification,0-35,N,Pass,82.0
425,108872,M,London Region,HE Qualification,55<=,N,Pass,62.0
426,109155,F,South Region,HE Qualification,0-35,N,Pass,68.0
427,117818,F,London Region,A Level or Equivalent,35-55,N,Pass,58.0
428,119902,F,South West Region,A Level or Equivalent,35-55,N,Withdrawn,67.0
429,121349,F,South West Region,A Level or Equivalent,35-55,N,Pass,76.0
430,124064,F,South East Region,A Level or Equivalent,0-35,N,Distinction,88.0
431,125018,M,South Region,HE Qualification,35-55,N,Pass,65.0
432,130034,F,East Anglian Region,A Level or Equivalent,35-55,N,Pass,79.0
433,130547,F,South Region,A Level or Equivalent,35-55,N,Pass,59.0
434,130636,M,South East Region,A Level or Equivalent,0-35,N,Pass,60.0
435,131390,M,East Anglian Region,A Level or Equivalent,35-55,N,Pass,79.0
436,133816,F,South Region,A Level or Equivalent,35-55,N,Pass,66.0
437,133922,M,North Region,Lower Than A Level,0-35,N,Pass,79.0
438,135471,M,East Anglian Region,Lower Than A Level,35-55,N,Distinction,84.0
439,139033,M,South East Region,A Level or Equivalent,35-55,N,Fail,61.0
440,141506,M,Scotland,A Level or Equivalent,35-55,N,Fail,75.0
441,146503,M,East Anglian Region,Lower Than A Level,35-55,Y,Pass,64.0
442,149741,F,Scotland,A Level or Equivalent,35-55,N,Pass,67.0
443,149962,M,West Midlands Region,A Level or Equivalent,0-35,N,Pass,69.0
444,151587,F,Wales,A Level or Equivalent,0-35,N,Withdrawn,67.0
445,152668,F,South Region,Lower Than A Level,0-35,N,Withdrawn,71.0
446,158707,F,South East Region,A Level or Equivalent,0-35,N,Withdrawn,74.0
447,164944,F,East Anglian Region,A Level or Equivalent,0-35,Y,Pass,63.0
448,165226,F,Wales,A Level or Equivalent,0-35,N,Fail,77.0
449,167961,M,South West Region,HE Qualification,55<=,N,Pass,76.0
450,174024,M,North Region,A Level or Equivalent,35-55,N,Pass,61.0
451,174094,F,South East Region,Lower Than A Level,35-55,Y,Pass,76.0
452,174745,F,East Midlands Region,A Level or Equivalent,35-55,N,Pass,65.0
453,175447,M,London Region,A Level or Equivalent,35-55,N,Pass,70.0
454,175772,F,East Anglian Region,HE Qualification,35-55,N,Withdrawn,85.0
455,183057,M,Wales,Lower Than A Level,0-35,N,Pass,66.0
456,185350,M,Yorkshire Region,Lower Than A Level,35-55,N,Fail,60.0
457,199636,M,East Anglian Region,A Level or Equivalent,35-55,N,Pass,76.0
458,199897,M,East Midlands Region,HE Qualification,35-55,N,Pass,70.0
459,200804,M,South Region,A Level or Equivalent,0-35,N,Pass,66.0
460,205494,M,South West Region,HE Qualification,35-55,N,Pass,67.0
461,228021,M,Scotland,A Level or Equivalent,35-55,N,Distinction,83.0
462,228383,M,Yorkshire Region,HE Qualification,0-35,N,Pass,71.0
463,232307,M,South Region,Lower Than A Level,35-55,N,Pass,67.0
464,235068,F,East Midlands Region,Lower Than A Level,35-55,N,Pass,60.0
465,236875,M,West Midlands Region,A Level or Equivalent,0-35,N,Pass,47.0
466,237274,M,Yorkshire Region,A Level or Equivalent,0-35,N,Pass,73.0
467,243510,F,South West Region,Lower Than A Level,0-35,N,Fail,44.0
468,244246,F,South East Region,A Level or Equivalent,0-35,N,Pass,68.0
469,248581,F,West Midlands Region,A Level or Equivalent,0-35,N,Distinction,85.0
470,252073,F,Yorkshire Region,A Level or Equivalent,35-55,N,Pass,49.0
471,254625,M,Wales,A Level or Equivalent,35-55,N,Distinction,83.0
472,258587,M,South West Region,A Level or Equivalent,35-55,N,Distinction,81.0
473,260623,M,South East Region,Lower Than A Level,0-35,N,Pass,71.0
474,263251,M,East Anglian Region,A Level or Equivalent,35-55,N,Pass,74.0
475,263543,M,East Anglian Region,Lower Than A Level,35-55,N,Pass,80.0
476,263952,M,North Region,Lower Than A Level,35-55,N,Distinction,89.0
477,266524,F,South Region,A Level or Equivalent,0-35,N,Pass,54.0
478,273346,M,East Midlands Region,Lower Than A Level,35-55,N,Pass,82.0
479,274947,M,East Anglian Region,Lower Than A Level,0-35,N,Withdrawn,54.0
480,275674,F,London Region,A Level or Equivalent,0-35,N,Withdrawn,45.0
481,275792,F,East Anglian Region,HE Qualification,0-35,N,Pass,73.0
482,277123,F,East Midlands Region,A Level or Equivalent,35-55,N,Fail,46.0
483,281077,F,East Anglian Region,HE Qualification,0-35,N,Pass,73.0
484,281636,F,West Midlands Region,A Level or Equivalent,0-35,N,Pass,83.0
485,285315,M,East Anglian Region,HE Qualification,0-35,N,Pass,87.0
486,287040,F,East Anglian Region,A Level or Equivalent,35-55,N,Pass,73.0
487,287204,M,Scotland,A Level or Equivalent,0-35,N,Pass,74.0
488,287210,M,Scotland,A Level or Equivalent,35-55,N,Pass,74.0
489,289449,M,East Midlands Region,HE Qualification,35-55,N,Pass,76.0
490,290164,F,Scotland,HE Qualification,35-55,N,Pass,66.0
491,292525,M,South Region,A Level or Equivalent,0-35,N,Pass,85.0
492,292775,M,South East Region,A Level or Equivalent,0-35,N,Pass,82.0
493,293824,F,South West Region,A Level or Equivalent,35-55,N,Pass,60.0
494,294496,M,North Western Region,A Level or Equivalent,35-55,Y,Pass,81.0
495,294655,M,Wales,A Level or Equivalent,35-55,N,Fail,78.0
496,295060,M,East Anglian Region,A Level or Equivalent,0-35,N,Fail,67.0
497,295075,M,South Region,HE Qualification,55<=,N,Pass,64.0
498,296424,M,Scotland,A Level or Equivalent,35-55,N,Pass,78.0
499,298034,M,Scotland,A Level or Equivalent,35-55,N,Fail,73.0
500,298838,F,Yorkshire Region,A Level or Equivalent,0-35,N,Pass,80.0
501,301967,M,South West Region,A Level or Equivalent,0-35,N,Pass,53.0
502,302476,M,South East Region,A Level or Equivalent,0-35,N,Distinction,86.0
503,303521,F,Ireland,A Level or Equivalent,35-55,N,Pass,81.0
504,303985,F,Scotland,HE Qualification,0-35,N,Pass,75.0
505,304465,F,West Midlands Region,A Level or Equivalent,0-35,N,Pass,76.0
506,306646,M,South Region,A Level or Equivalent,0-35,N,Pass,53.0
507,309142,F,South Region,A Level or Equivalent,35-55,N,Pass,66.0
508,310412,F,London Region,A Level or Equivalent,35-55,N,Pass,76.0
509,311235,M,South West Region,A Level or Equivalent,35-55,N,Pass,66.0
510,313937,M,Scotland,HE Qualification,35-55,N,Pass,81.0
511,315076,M,Yorkshire Region,A Level or Equivalent,0-35,N,Pass,69.0
512,315744,M,Scotland,A Level or Equivalent,35-55,N,Distinction,83.0
513,323370,F,West Midlands Region,A Level or Equivalent,0-35,N,Pass,76.0
514,328024,M,Yorkshire Region,A Level or Equivalent,35-55,N,Pass,56.0
515,329659,F,East Anglian Region,A Level or Equivalent,0-35,Y,Fail,50.0
516,330594,M,South West Region,Lower Than A Level,0-35,N,Pass,60.0
517,332884,M,Wales,A Level or Equivalent,0-35,N,Pass,83.0
518,334441,M,London Region,HE Qualification,0-35,N,Fail,40.0
519,335247,M,South West Region,A Level or Equivalent,0-35,N,Pass,71.0
520,337748,F,Yorkshire Region,A Level or Equivalent,0-35,N,Withdrawn,44.0
521,338407,M,East Midlands Region,A Level or Equivalent,35-55,N,Pass,74.0
522,341876,M,East Anglian Region,HE Qualification,0-35,N,Withdrawn,69.0
523,345440,M,South Region,HE Qualification,0-35,N,Pass,74.0
524,345519,F,North Region,A Level or Equivalent,0-35,N,Pass,78.0
525,346118,F,East Anglian Region,A Level or Equivalent,35-55,N,Pass,73.0
526,348275,M,Scotland,HE Qualification,35-55,N,Withdrawn,62.0
527,348807,M,East Midlands Region,A Level or Equivalent,35-55,N,Pass,77.0
528,350156,M,South West Region,A Level or Equivalent,0-35,N,Pass,53.0
529,350939,M,East Anglian Region,Lower Than A Level,0-35,N,Pass,70.0
530,351336,F,East Midlands Region,A Level or Equivalent,0-35,N,Pass,65.0
531,353665,M,South Region,A Level or Equivalent,35-55,N,Pass,65.0
532,354170,F,Wales,A Level or Equivalent,0-35,N,Fail,58.0
533,356170,M,North Western Region,HE Qualification,0-35,N,Pass,72.0
534,358182,M,South Region,Lower Than A Level,0-35,N,Pass,75.0
535,364957,F,East Anglian Region,HE Qualification,35-55,N,Pass,60.0
536,369834,M,West Midlands Region,A Level or Equivalent,0-35,N,Withdrawn,74.0
537,371710,M,Scotland,HE Qualification,0-35,N,Pass,82.0
538,373872,F,South Region,A Level or Equivalent,0-35,N,Pass,66.0
539,375260,M,Ireland,HE Qualification,0-35,N,Pass,72.0
540,375646,M,London Region,A Level or Equivalent,0-35,N,Pass,76.0
541,377546,M,East Anglian Region,A Level or Equivalent,0-35,Y,Distinction,83.0
542,381642,F,North Western Region,A Level or Equivalent,0-35,N,Withdrawn,79.0
543,382095,M,South Region,Lower Than A Level,0-35,N,Pass,77.0
544,383180,F,South Region,A Level or Equivalent,0-35,N,Withdrawn,72.0
545,383600,M,Scotland,A Level or Equivalent,0-35,N,Pass,79.0
546,383723,M,East Anglian Region,HE Qualification,55<=,N,Pass,81.0
547,384203,M,Scotland,HE Qualification,0-35,N,Pass,76.0
548,384725,F,East Anglian Region,Lower Than A Level,35-55,N,Pass,81.0
549,387533,M,Scotland,HE Qualification,35-55,N,Fail,55.0
550,388147,F,South West Region,A Level or Equivalent,35-55,N,Fail,40.0
551,391249,M,South Region,HE Qualification,35-55,N,Distinction,83.0
552,396599,F,South Region,Lower Than A Level,0-35,Y,Fail,55.0
553,396655,F,South Region,Lower Than A Level,0-35,Y,Fail,41.0
554,398171,F,South West Region,A Level or Equivalent,0-35,N,Pass,70.0
555,398349,F,East Midlands Region,HE Qualification,0-35,N,Pass,80.0
556,400147,M,South East Region,Lower Than A Level,35-55,N,Pass,60.0
557,400682,F,London Region,A Level or Equivalent,0-35,N,Pass,53.0
558,401404,M,West Midlands Region,A Level or Equivalent,0-35,N,Pass,76.0
559,402204,M,West Midlands Region,A Level or Equivalent,35-55,N,Pass,71.0
560,402727,F,East Anglian Region,A Level or Equivalent,0-35,Y,Pass,74.0
561,402961,F,North Western Region,Lower Than A Level,35-55,N,Pass,68.0
562,404356,F,South East Region,A Level or Equivalent,0-35,N,Pass,74.0
563,406671,M,South West Region,A Level or Equivalent,35-55,N,Pass,80.0
564,406682,M,South East Region,HE Qualification,55<=,N,Distinction,84.0
565,409100,M,South East Region,HE Qualification,35-55,N,Pass,78.0
566,409703,M,East Anglian Region,A Level or Equivalent,0-35,N,Pass,64.0
567,410092,F,North Western Region,A Level or Equivalent,35-55,N,Pass,67.0
568,411971,M,Ireland,A Level or Equivalent,0-35,N,Pass,74.0
569,418731,M,Ireland,A Level or Equivalent,0-35,N,Fail,42.0
570,421455,F,North Region,A Level or Equivalent,0-35,N,Pass,78.0
571,424577,M,London Region,HE Qualification,0-35,N,Pass,60.0
572,429858,M,Ireland,Lower Than A Level,0-35,N,Distinction,83.0
573,431025,M,East Anglian Region,A Level or Equivalent,0-35,N,Fail,56.0
574,439305,M,South East Region,A Level or Equivalent,35-55,N,Pass,73.0
575,440319,F,West Midlands Region,A Level or Equivalent,0-35,N,Withdrawn,70.0
576,442064,F,South West Region,HE Qualification,0-35,N,Pass,53.0
577,442132,M,South West Region,HE Qualification,0-35,N,Pass,66.0
578,446108,M,South West Region,A Level or Equivalent,0-35,N,Pass,58.0
579,447481,M,Ireland,A Level or Equivalent,0-35,N,Pass,53.0
580,468120,M,West Midlands Region,Lower Than A Level,0-35,N,Fail,40.0
581,468694,M,South Region,A Level or Equivalent,0-35,N,Withdrawn,62.0
582,470982,F,East Anglian Region,HE Qualification,35-55,N,Pass,62.0
583,476603,M,Wales,A Level or Equivalent,0-35,N,Distinction,84.0
584,481022,M,East Midlands Region,A Level or Equivalent,0-35,N,Fail,49.0
585,483800,F,Yorkshire Region,A Level or Equivalent,0-35,N,Pass,71.0
586,484897,F,South West Region,A Level or Equivalent,0-35,N,Pass,65.0
587,485962,F,East Anglian Region,HE Qualification,0-35,N,Pass,81.0
588,488990,M,South West Region,A Level or Equivalent,35-55,N,Pass,54.0
589,500113,M,South East Region,A Level or Equivalent,0-35,N,Pass,76.0
590,503889,F,Yorkshire Region,A Level or Equivalent,0-35,N,Pass,69.0
591,518808,F,Scotland,HE Qualification,0-35,N,Pass,74.0
592,522482,F,Scotland,HE Qualification,0-35,N,Withdrawn,75.0
593,527100,M,West Midlands Region,HE Qualification,0-35,N,Distinction,91.0
594,527801,M,South West Region,Lower Than A Level,35-55,N,Fail,50.0
595,533068,M,South Region,HE Qualification,0-35,N,Pass,59.0
596,537081,F,Scotland,HE Qualification,0-35,N,Fail,61.0
597,544253,M,London Region,A Level or Equivalent,35-55,N,Pass,74.0
598,548120,M,London Region,HE Qualification,0-35,N,Pass,75.0
599,569505,F,East Midlands Region,HE Qualification,35-55,N,Distinction,86.0
600,570317,M,Wales,A Level or Equivalent,0-35,N,Pass,76.0
601,574505,F,West Midlands Region,HE Qualification,0-35,N,Pass,42.0
602,588477,M,Yorkshire Region,HE Qualification,0-35,N,Pass,77.0
603,593846,M,South Region,HE Qualification,0-35,N,Withdrawn,65.0
604,593987,F,East Anglian Region,HE Qualification,35-55,N,Fail,73.0
605,596288,F,Scotland,HE Qualification,0-35,N,Pass,78.0
606,603834,F,Scotland,HE Qualification,0-35,N,Pass,62.0
607,623840,M,East Anglian Region,A Level or Equivalent,0-35,N,Pass,80.0
608,626240,M,South Region,HE Qualification,0-35,N,Pass,56.0
609,628088,M,South East Region,A Level or Equivalent,0-35,Y,Withdrawn,80.0
610,630142,M,East Anglian Region,A Level or Equivalent,0-35,N,Withdrawn,85.0
611,637665,F,South Region,HE Qualification,0-35,N,Pass,52.0
612,639053,M,North Region,A Level or Equivalent,0-35,N,Pass,66.0
613,642878,M,South West Region,HE Qualification,0-35,N,Withdrawn,44.0
614,648130,M,Yorkshire Region,A Level or Equivalent,0-35,N,Withdrawn,53.0
615,676546,M,Scotland,HE Qualification,0-35,N,Withdrawn,74.0
616,677186,M,South East Region,HE Qualification,0-35,N,Pass,56.0
617,684180,M,North Region,HE Qualification,0-35,N,Pass,63.0
618,687698,M,Yorkshire Region,HE Qualification,0-35,N,Pass,53.0
619,696073,F,Ireland,Lower Than A Level,0-35,N,Pass,74.0
620,696578,M,South Region,HE Qualification,0-35,N,Withdrawn,79.0
621,852847,M,South West Region,A Level or Equivalent,55<=,N,Fail,35.0
622,998493,F,South Region,A Level or Equivalent,55<=,N,Pass,69.0
623,1045203,M,Wales,Lower Than A Level,35-55,N,Pass,80.0
624,1112555,F,South Region,A Level or Equivalent,35-55,N,Pass,67.0
625,1183831,M,South West Region,HE Qualification,55<=,N,Withdrawn,72.0
626,1268696,M,South West Region,HE Qualification,35-55,N,Pass,61.0
627,1398979,F,South Region,A Level or Equivalent,55<=,N,Withdrawn,73.0
628,1471214,M,East Midlands Region,A Level or Equivalent,35-55,N,Pass,71.0
629,1484804,F,West Midlands Region,A Level or Equivalent,35-55,N,Pass,66.0
630,1511033,M,Wales,A Level or Equivalent,35-55,N,Pass,75.0
631,1576513,F,East Midlands Region,A Level or Equivalent,35-55,N,Distinction,87.0
632,1609002,F,East Midlands Region,A Level or Equivalent,35-55,N,Pass,80.0
633,1629771,M,South East Region,A Level or Equivalent,35-55,N,Distinction,81.0
634,1686551,F,Scotland,A Level or Equivalent,35-55,N,Withdrawn,80.0
635,1689639,F,South East Region,Lower Than A Level,35-55,N,Withdrawn,71.0
636,1715896,M,South Region,A Level or Equivalent,35-55,N,Pass,78.0
637,1721270,M,South East Region,Lower Than A Level,35-55,N,Pass,58.0
638,1757766,F,North Western Region,A Level or Equivalent,35-55,N,Pass,71.0
639,1773377,M,London Region,A Level or Equivalent,35-55,N,Pass,75.0
640,1799111,M,Scotland,A Level or Equivalent,35-55,N,Pass,78.0
641,1818673,F,Scotland,HE Qualification,35-55,N,Fail,86.0
642,1839386,F,Yorkshire Region,Lower Than A Level,35-55,N,Withdrawn,40.0
643,1926668,M,London Region,Lower Than A Level,35-55,N,Pass,63.0
644,1947156,F,South East Region,A Level or Equivalent,35-55,N,Pass,77.0
645,1967783,F,South Region,A Level or Equivalent,35-55,Y,Pass,65.0
646,1975209,M,South East Region,Lower Than A Level,35-55,N,Pass,64.0
647,2010232,F,Scotland,A Level or Equivalent,0-35,N,Pass,85.0
648,2045084,M,North Western Region,HE Qualification,35-55,N,Fail,72.0
649,2057803,M,London Region,Lower Than A Level,35-55,N,Pass,66.0
650,2085209,F,North Region,HE Qualification,35-55,N,Pass,87.0
651,2086400,M,Scotland,A Level or Equivalent,35-55,N,Pass,70.0
652,2148681,F,East Midlands Region,Lower Than A Level,35-55,N,Pass,72.0
653,2158048,F,Ireland,A Level or Equivalent,35-55,N,Withdrawn,86.0
654,2158196,F,South West Region,Lower Than A Level,35-55,N,Withdrawn,58.0
655,2165164,F,South West Region,Lower Than A Level,0-35,N,Pass,64.0
656,2168833,M,South West Region,Lower Than A Level,35-55,N,Withdrawn,24.0
657,2207874,F,West Midlands Region,Lower Than A Level,0-35,N,Fail,55.0
658,2240349,M,South West Region,Lower Than A Level,35-55,N,Pass,77.0
659,2244332,M,North Western Region,A Level or Equivalent,35-55,N,Distinction,86.0
660,2273119,F,West Midlands Region,A Level or Equivalent,0-35,N,Withdrawn,39.0
